Hobby_1,Hobby_2,Hobby_3,Hobby_4,Hobby_5,SSC Percent,Aptitude Percent,Course_1,Course_2,Course_3,Course_4,Course_5
Reading,Dance,Photography,Coding,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Music (B.Mus.),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Computer Engineering),Certificate Courses in Performing Folk Arts
Reading,Dance,Photography,Coding,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Dance,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Information Technology),Bachelor of Fine Art (B.F.A.) (Applied Art)
Reading,Dance,Photography,Coding,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Electronics & Telecommunication Engineering),B.Sc. In Life Sciences
Reading,History/Geography,Sports,Science,Music,less than 80,less than 75,Bachelor of Commerce (Accounting & Finance),Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. Aviation,B.Sc. in Environmental Sciences,Certificate Course in Light Music
Reading,History/Geography,Sports,Science,Music,less than 80,less than 75,Bachelor of Social Work (B.S.W.),Diploma Course in Rainfed Agriculture,B.Sc. In Physiotherapy,B.Sc. In Physiotherapy,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental)
Reading,History/Geography,Sports,Science,Music,less than 80,more than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. In Physiotherapy,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Certificate Course in Music Appreciation and Music Journalism
Reading,History/Geography,Sports,Science,Music,less than 80,more than 75,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Social Work (B.S.W.),Diploma in Yogic Education,Bachelor of Science (B.Sc.) in Chemistry,Certificate Course in Studio Singing Technique
Reading,History/Geography,Sports,Science,Music,more than 80,less than 75,B.Sc. in Forensic Science,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Engineering (Construction Engineering),Bachelor of Culinary Arts
Reading,History/Geography,Sports,Science,Music,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Bachelor of Engineering (Production Engineering),Certificate Course in Light Music
Reading,History/Geography,Sports,Science,Music,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Arts (B.A.) in English Literature,Bachelor of Engineering (Mechanical Engineering),Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Architecture with Interior Design Course
Reading,History/Geography,Sports,Science,Music,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Engineering (Marine Engineering),B.Sc. In Physiotherapy,Bachelor of Engineering (Electronics & Telecommunication Engineering),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental)
Reading,History/Geography,Sports,Science,Cooking/Baking,less than 80,less than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Physical Education (B.P.Ed.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Physical Education (B.P.Ed.)
Reading,History/Geography,Sports,Science,Cooking/Baking,less than 80,less than 75,Bachelor of Social Work (B.S.W.),B.Sc. (Hospitality Studies),Bachelor of Physical Education (B.P.Ed.),B.Sc. in Bioinformatics,B.Sc. in Maritime Hospitality Studies
Reading,History/Geography,Sports,Science,Cooking/Baking,less than 80,more than 75,Bachelor of Commerce (Financial Markets),Bachelor of Engineering (Marine Engineering),B.Sc. in Sports Management,B.Sc. Information Technology (I.T.),Bachelor of Theatre Arts
Reading,History/Geography,Sports,Science,Cooking/Baking,less than 80,more than 75,"B.A. Programme in Film, Television and New Media Production",B.Sc. in Environmental Sciences,B.Sc. Aviation,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Physical Education (B.P.Ed.)
Reading,History/Geography,Sports,Science,Cooking/Baking,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,B.Sc. in Sports Management,Bachelor of Engineering (Information Technology),Certificate Course in Food Processing and Preservation
Reading,History/Geography,Sports,Science,Cooking/Baking,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor In Heritage Management (B.H.M.),Diploma in Aviation Safety and Hospitality,Bachelor of Engineering (Construction Engineering),B.Sc. in Maritime Hospitality Studies
Reading,History/Geography,Sports,Science,Cooking/Baking,more than 80,more than 75,B.Sc. in Forensic Science,Diploma Course in Rainfed Agriculture,Bachelor of Engineering (Mechanical Engineering),Bachelor of Engineering (Construction Engineering),Bachelor of Theatre Arts
Reading,History/Geography,Sports,Science,Cooking/Baking,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc. in Environmental Sciences,Diploma in Yogic Education,Bachelor of Engineering (Production Engineering),Diploma in Bakery and Confectionary
Reading,History/Geography,Sports,Science,Photography,less than 80,less than 75,Bachelors of Mass Media (B.M.M.),Diploma Course in Rainfed Agriculture,Bachelor of Science (B.Sc.) in Physics,B.Sc. Computer Science,Bachelor of Fine Art (B.F.A.) (Textile Design)
Reading,History/Geography,Sports,Science,Photography,less than 80,less than 75,Bachelor of Commerce (Accounting & Finance),Bachelor of Arts (B.A.) in English Literature,B.Sc. in Sports Management,Diploma Course in Rainfed Agriculture,Bachelor of Commerce (Accounting & Finance)
Reading,History/Geography,Sports,Science,Photography,less than 80,more than 75,Bachelors of Mass Media (B.M.M.),Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. In Physiotherapy,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Commerce (Accounting & Finance)
Reading,History/Geography,Sports,Science,Photography,less than 80,more than 75,Bachelor of Social Work (B.S.W.),Five Year Integrated Programme (B.A. and M.A.) in German,B.Sc. in Sports Management,B.Sc. Computer Science,"B.A. Programme in Film, Television and New Media Production"
Reading,History/Geography,Sports,Science,Photography,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. in Sports Management,Bachelor of Engineering (Construction Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Science,Photography,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. in Environmental Sciences,Diploma in Aviation Safety and Hospitality,Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Science,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,Bachelor of Science (B.Sc.) in Physics,Bachelor of Engineering (Electronics & Telecommunication Engineering),Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Sports,Science,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Construction Engineering),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Science,Coding,less than 80,less than 75,Bachelor of Arts (B.A.) in English Literature,B.Sc. (Hospitality Studies),Bachelor of Science (B.Sc.) in Physics,Diploma in Aviation Safety and Hospitality,B.Sc. Computer Science
Reading,History/Geography,Sports,Science,Coding,less than 80,less than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. in Environmental Sciences,B.Sc. Aviation,B.Sc. (Bio-Technology),B.Sc. Computer Science
Reading,History/Geography,Sports,Science,Coding,less than 80,more than 75,Bachelor of Commerce (Banking & Insurance),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Diploma in Yogic Education,B.Sc. In Nursing,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Science,Coding,less than 80,more than 75,"B.A. Programme in Film, Television and New Media Production",Bachelor of Social Work (B.S.W.),Bachelor of Engineering (Mechanical Engineering),B.Sc. In Nursing,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Science,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Social Work (B.S.W.),B.Sc. In Physiotherapy,Bachelor of Engineering (Electronics & Telecommunication Engineering),Bachelor of Engineering (Information Technology)
Reading,History/Geography,Sports,Science,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Diploma Course in Rainfed Agriculture,Diploma in Yogic Education,Bachelor of Engineering (Construction Engineering),Bachelor of Engineering (Computer Engineering)
Reading,History/Geography,Sports,Science,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Engineering (Marine Engineering),Bachelor of Engineering (Information Technology)
Reading,History/Geography,Sports,Science,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Sports,Science,Drawing/Painting,less than 80,less than 75,Bachelor of Commerce (Accounting & Finance),Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Science (B.Sc.) in Physics,Bachelor of Architecture (B.Arch.),Bachelor of Culinary Arts
Reading,History/Geography,Sports,Science,Drawing/Painting,less than 80,less than 75,Bachelors of Mass Media (B.M.M.),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),Diploma in Aviation Safety and Hospitality,Bachelor of Science (B.Sc.) in Physics,Bachelor of Fine Art (B.F.A.) (Ceramics)
Reading,History/Geography,Sports,Science,Drawing/Painting,less than 80,more than 75,Bachelor of Arts (B.A.) in English Literature,Diploma Course in Rainfed Agriculture,B.Sc. Aviation,B.Sc. (Hospitality Studies),Bachelor of Fine Art (B.F.A.) (Ceramics)
Reading,History/Geography,Sports,Science,Drawing/Painting,less than 80,more than 75,Bachelor of Arts (B.A.) in English Literature,B.Sc. (Hospitality Studies),Diploma in Yogic Education,B.Sc. (Hospitality Studies),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,History/Geography,Sports,Science,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),B.Sc. In Physiotherapy,Bachelor of Engineering (Civil Engineering),Bachelor of Fine Art (B.F.A.) (Metal Work)
Reading,History/Geography,Sports,Science,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,B.Sc. In Physiotherapy,Bachelor of Engineering (Production Engineering),Bachelor of Fine Art (B.F.A.) (Textile Design)
Reading,History/Geography,Sports,Science,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor In Heritage Management (B.H.M.),B.Sc. Aviation,Bachelor of Engineering (Bio-Medical Engineering),Bachelor of Architecture (B.Arch.)
Reading,History/Geography,Sports,Science,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Engineering (Information Technology),Bachelor of Culinary Arts
Reading,History/Geography,Sports,Music,Cooking/Baking,less than 80,less than 75,Bachelor of Management Studies (B.M.S.),Five Years Integrated Programme (B.A. and M.A.) in Russian,Diploma in Yogic Education,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),B.Sc. in Maritime Hospitality Studies
Reading,History/Geography,Sports,Music,Cooking/Baking,less than 80,less than 75,Bachelor of Social Work (B.S.W.),Bachelor of Science in Nautical Sciences,Diploma in Aviation Safety and Hospitality,Certificate Course in Light Music,Bachelor of Theatre Arts
Reading,History/Geography,Sports,Music,Cooking/Baking,less than 80,more than 75,Bachelor of Arts (B.A.) in English Literature,Bachelor In Heritage Management (B.H.M.),Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Fine Art (B.F.A.) (Ceramics),Diploma in Yogic Education
Reading,History/Geography,Sports,Music,Cooking/Baking,less than 80,more than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Five Years Integrated Programme (B.A. and M.A.) in Russian,Diploma in Yogic Education,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Theatre Arts
Reading,History/Geography,Sports,Music,Cooking/Baking,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. Aviation,Bachelor of Culinary Arts,Bachelor of Science (B.Sc.) in Mathematics
Reading,History/Geography,Sports,Music,Cooking/Baking,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. in Sports Management,Advanced Certificate Course in Sound Recording and Reproduction,Diploma in Yogic Education
Reading,History/Geography,Sports,Music,Cooking/Baking,more than 80,more than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Science (B.Sc.) in Physics,Certificate Course in Music Appreciation and Music Journalism,Bachelor of Physical Education (B.P.Ed.)
Reading,History/Geography,Sports,Music,Cooking/Baking,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Engineering (Marine Engineering),Bachelor of Physical Education (B.P.Ed.),Bachelor of Theatre Arts,B.Sc. in Maritime Hospitality Studies
Reading,History/Geography,Sports,Music,Photography,less than 80,less than 75,Bachelor of Commerce (Financial Markets),Diploma in Early Childhood Care and Education (Dip E.C.C.Ed.),B.Sc. Aviation,Advanced Certificate Course in Sound Recording and Reproduction,Certificate Course in Dramatics (In Marathi)
Reading,History/Geography,Sports,Music,Photography,less than 80,less than 75,Bachelors of Mass Media (B.M.M.),B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Certificate Course in Light Music,Bachelor of Fine Art (B.F.A.) (Textile Design)
Reading,History/Geography,Sports,Music,Photography,less than 80,more than 75,Bachelors of Mass Media (B.M.M.),Five Years Integrated Programme (B.A. and M.A.) in Russian,Diploma in Aviation Safety and Hospitality,Diploma in Music,Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,History/Geography,Sports,Music,Photography,less than 80,more than 75,Bachelor of Arts (B.A.) in English Literature,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Physical Education (B.P.Ed.),Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Certificate Course in Light Music
Reading,History/Geography,Sports,Music,Photography,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. in Environmental Sciences,Bachelor of Science (B.Sc.) in Physics,Bachelor of Fine Art (B.F.A.) (Ceramics),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Music,Photography,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,B.Sc. in Sports Management,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Sports,Music,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Diploma Course in Rainfed Agriculture,Diploma in Yogic Education,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Sports,Music,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Five Years Integrated Programme (B.A. and M.A.) in Russian,B.Sc. Aviation,Bachelor of Performing Arts (B.P.A.) - Music (Karnataka Vocal/Instrumental),Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Music,Coding,less than 80,less than 75,Bachelor of Management Studies (B.M.S.),B.Sc. (Hospitality Studies),Diploma in Yogic Education,B.Sc. in Maritime Hospitality Studies,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Music,Coding,less than 80,less than 75,Bachelor In Heritage Management (B.H.M.),Bachelor of Library & Information Science (B.L.I.Sc.),Diploma in Aviation Safety and Hospitality,B.Sc. in Maritime Hospitality Studies,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Music,Coding,less than 80,more than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Fine Art (B.F.A.) (Ceramics),B.Sc. Computer Science
Reading,History/Geography,Sports,Music,Coding,less than 80,more than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. Aviation,Diploma in Music,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Music,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,B.Sc. In Physiotherapy,Bachelor of Music (B.Mus.),Bachelor of Engineering (Construction Engineering)
Reading,History/Geography,Sports,Music,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Diploma Course in Rainfed Agriculture,B.Sc. Aviation,B.Sc. in Maritime Hospitality Studies,Bachelor of Engineering (Electronics & Telecommunication Engineering)
Reading,History/Geography,Sports,Music,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. Aviation,B.Sc. in Maritime Hospitality Studies,Bachelor of Engineering (Instrumentation Engineering)
Reading,History/Geography,Sports,Music,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,Diploma in Aviation Safety and Hospitality,Diploma in Music,Bachelor of Engineering (Information Technology)
Reading,History/Geography,Sports,Music,Drawing/Painting,less than 80,less than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Engineering (Mechanical Engineering),Bachelor of Architecture with Interior Design Course,Bachelor of Architecture with Interior Design Course
Reading,History/Geography,Sports,Music,Drawing/Painting,less than 80,less than 75,Bachelor of Commerce (Financial Markets),B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Bachelor of Architecture with Interior Design Course,Bachelor of Culinary Arts
Reading,History/Geography,Sports,Music,Drawing/Painting,less than 80,more than 75,Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor In Heritage Management (B.H.M.),Diploma in Aviation Safety and Hospitality,Certificate Course in Music Appreciation and Music Journalism,Bachelor of Culinary Arts
Reading,History/Geography,Sports,Music,Drawing/Painting,less than 80,more than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Science (B.Sc.) in Physics,Bachelor of Architecture with Interior Design Course,Bachelor of Culinary Arts
Reading,History/Geography,Sports,Music,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor In Heritage Management (B.H.M.),B.Sc. In Physiotherapy,Bachelor of Fine Art (B.F.A.) (Ceramics),Bachelor of Fine Art (B.F.A.) (Interior Decoration)
Reading,History/Geography,Sports,Music,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,Diploma in Aviation Safety and Hospitality,Advanced Certificate Course in Sound Recording and Reproduction,Bachelor of Architecture (B.Arch.)
Reading,History/Geography,Sports,Music,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc. in Environmental Sciences,Diploma in Yogic Education,Bachelor of Culinary Arts,Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Sports,Music,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Science (B.Sc.) in Physics,Advanced Certificate Course in Sound Recording and Reproduction,Certificate Courses in Performing Folk Arts
Reading,History/Geography,Sports,Cooking/Baking,Photography,less than 80,less than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Science (B.Sc.) in Physics,Certificate Course in Food Processing and Preservation,Certificate Courses in Performing Folk Arts
Reading,History/Geography,Sports,Cooking/Baking,Photography,less than 80,less than 75,Bachelor of Commerce (Financial Markets),Bachelor of Fine Art (B.F.A.) Painting,B.Sc. In Physiotherapy,Bachelor of Physical Education (B.P.Ed.),Bachelor of Management Studies (B.M.S.)
Reading,History/Geography,Sports,Cooking/Baking,Photography,less than 80,more than 75,Bachelor of Journalism and Mass Communication (BJMC) degree,Bachelor of Library & Information Science (B.L.I.Sc.),Bachelor of Engineering (Mechanical Engineering),Bachelor of Theatre Arts,Bachelor of Management Studies (B.M.S.)
Reading,History/Geography,Sports,Cooking/Baking,Photography,less than 80,more than 75,Bachelor of Social Work (B.S.W.),Bachelor In Heritage Management (B.H.M.),B.Sc. Aviation,B.Sc. In Nursing,Bachelor of Commerce (Accounting & Finance)
Reading,History/Geography,Sports,Cooking/Baking,Photography,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),B.Sc. Aviation,Diploma in Yogic Education,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Cooking/Baking,Photography,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),Diploma in Yogic Education,B.Sc. in Maritime Hospitality Studies,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Cooking/Baking,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Diploma Course in Rainfed Agriculture,B.Sc. in Sports Management,Bachelor of Theatre Arts,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Cooking/Baking,Photography,more than 80,more than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,Diploma in Aviation Safety and Hospitality,Diploma in Yogic Education,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.)
Reading,History/Geography,Sports,Cooking/Baking,Coding,less than 80,less than 75,Bachelor of Commerce (Accounting & Finance),Bachelor of Science in Nautical Sciences,Bachelor of Engineering (Mechanical Engineering),B.Sc. in Maritime Hospitality Studies,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Cooking/Baking,Coding,less than 80,less than 75,Bachelors of Mass Media (B.M.M.),Bachelor of Engineering (Marine Engineering),B.Sc. Aviation,Diploma in Yogic Education,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Cooking/Baking,Coding,less than 80,more than 75,Bachelor of Commerce (Banking & Insurance),Bachelor of Arts (B.A.) in English Literature,B.Sc. In Physiotherapy,Certificate Course in Food Processing and Preservation,B.Sc. Computer Science
Reading,History/Geography,Sports,Cooking/Baking,Coding,less than 80,more than 75,Bachelor of Commerce (Accounting & Finance),Bachelor In Heritage Management (B.H.M.),B.Sc. Aviation,Bachelor of Science (B.Sc.) in Chemistry,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Cooking/Baking,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,B.Sc. in Sports Management,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Electronics & Telecommunication Engineering)
Reading,History/Geography,Sports,Cooking/Baking,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,Diploma in Yogic Education,Bachelor of Theatre Arts,Bachelor of Engineering (Electronics & Telecommunication Engineering)
Reading,History/Geography,Sports,Cooking/Baking,Coding,more than 80,more than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Construction Engineering)
Reading,History/Geography,Sports,Cooking/Baking,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Science in Nautical Sciences,Bachelor of Science (B.Sc.) in Physics,Certificate Course in Food Processing and Preservation,Bachelor of Engineering (Information Technology)
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,less than 75,Bachelor of Arts (B.A.) in English Literature,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Science (B.Sc.) in Physics,Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,less than 75,Bachelor of Arts (B.A.) in English Literature,Bachelor of Fine Art (B.F.A.) Painting,Bachelor of Science (B.Sc.) in Physics,B.Sc. in Maritime Hospitality Studies,Bachelor of Fine Art (B.F.A.) (Textile Design)
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,more than 75,Bachelor In Heritage Management (B.H.M.),Bachelor of Library & Information Science (B.L.I.Sc.),B.Sc. Aviation,Bachelor of Science (B.Sc.) in Mathematics,B.Sc in Fashion Design
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,less than 80,more than 75,"B.A. Programme in Film, Television and New Media Production",B.Sc. (Hospitality Studies),Bachelor of Journalism and Mass Communication (BJMC) degree,Certificate Course in Food Processing and Preservation,Certificate Courses in Performing Folk Arts
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),B.Sc. in Sports Management,Diploma in Yogic Education,Bachelor of Fine Art (B.F.A.) (Applied Art)
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),Bachelor of Science (B.Sc.) in Physics,Bachelor of Science (B.Sc.) in Chemistry,Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Bachelor of Engineering (Marine Engineering),Bachelor of Physical Education (B.P.Ed.),Bachelor of Physical Education (B.P.Ed.),Bachelor of Fine Art (B.F.A.) Painting
Reading,History/Geography,Sports,Cooking/Baking,Drawing/Painting,more than 80,more than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Science (B.Sc.) in Physics,B.Sc. in Maritime Hospitality Studies,Bachelor of Fine Art (B.F.A.) (Sculpture)
Reading,History/Geography,Sports,Photography,Coding,less than 80,less than 75,Bachelor of Commerce (Banking & Insurance),Bachelor of Social Work (B.S.W.),Bachelor of Physical Education (B.P.Ed.),Diploma in Bakery and Confectionary,B.Sc. Information Technology (I.T.)
Reading,History/Geography,Sports,Photography,Coding,less than 80,less than 75,Bachelor of Fine Art (B.F.A.) (Applied Art),B.Sc. (Hospitality Studies),Diploma in Aviation Safety and Hospitality,Diploma in Bakery and Confectionary,B.Sc. Computer Science
Reading,History/Geography,Sports,Photography,Coding,less than 80,more than 75,Five Years Integrated Programme (B.A. and M.A.) in Russian,Bachelor of Arts (B.A.) in English Literature,Diploma in Yogic Education,Certificate Course in Dramatics (In Marathi),B.Sc. Computer Science
Reading,History/Geography,Sports,Photography,Coding,less than 80,more than 75,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Fine Art (B.F.A.) Painting,B.Sc. in Sports Management,Diploma in Bakery and Confectionary,B.Sc. Computer Science
Reading,History/Geography,Sports,Photography,Coding,more than 80,less than 75,B.Sc. in Forensic Science,B.Sc. (Hospitality Studies),Bachelor of Science (B.Sc.) in Physics,Bachelor of Pharmaceutical Sciences (B.Pharm. Sci.),Bachelor of Engineering (Construction Engineering)
Reading,History/Geography,Sports,Photography,Coding,more than 80,less than 75,B.Sc. in Forensic Science,Five Years Integrated Programme (B.A. and M.A.) in Russian,Diploma in Yogic Education,Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Construction Engineering)
Reading,History/Geography,Sports,Photography,Coding,more than 80,more than 75,B.Sc. in Forensic Science,Five Year Integrated Programme (B.A. and M.A.) in German,Bachelor of Physical Education (B.P.Ed.),Bachelor of Engineering (Instrumentation Engineering),Bachelor of Engineering (Electronics & Telecommunication Engineering)
